# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_start_retained_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_upstream_gene_variant
RP1-224A6.9	ENSG00000271840	ENST00000606754	lincRNA	0	0	0	8	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1
RP1-228H13.1	ENSG00000227311	ENST00000600955	processed_pseudogene	0	0	0	11	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	5
RP1-228H13.2	ENSG00000213172	ENST00000392713	processed_pseudogene	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3
RP1-228H13.5	ENSG00000260920	ENST00000565390	sense_overlapping	0	0	0	8	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	5
RP1-272L16.1	ENSG00000224260	ENST00000424696	lincRNA	0	0	0	28	0	0	0	0	0	0	2	0	21	0	0	0	0	0	0	0	0	0	5
RP1-272L16.1	ENSG00000224260	ENST00000453331	lincRNA	0	0	0	13	0	0	0	0	0	0	1	0	12	0	0	0	0	0	0	0	0	0	0
RP1-27O5.3	ENSG00000254553	ENST00000480336	nonsense_mediated_decay	0	2	0	100	0	0	0	0	0	0	2	0	97	0	0	0	0	2	0	0	0	0	3
RP1-283E3.4	ENSG00000227775	ENST00000417099	processed_transcript	0	0	0	19	0	0	0	0	0	0	6	0	3	1	0	0	0	0	0	0	0	0	9
RP1-283E3.4	ENSG00000227775	ENST00000418950	transcribed_processed_pseudogene	0	0	0	13	0	0	0	0	0	0	7	0	1	1	0	0	0	0	0	0	0	0	4
RP1-283E3.4	ENSG00000227775	ENST00000424604	processed_transcript	0	0	0	10	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	4
RP1-283E3.4	ENSG00000227775	ENST00000577672	processed_transcript	0	0	0	23	0	0	0	0	0	0	4	0	7	2	0	0	0	0	0	0	0	0	10
RP1-283E3.8	ENSG00000268575	ENST00000598846	processed_transcript	0	0	0	42	0	0	0	0	0	0	0	0	27	6	0	0	0	0	0	0	0	0	9
RP1-286D6.5	ENSG00000272153	ENST00000607459	antisense	0	0	0	9	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	7
RP1-28O10.1	ENSG00000227591	ENST00000441672	antisense	0	0	0	17	0	0	0	0	0	0	1	0	16	0	0	0	0	0	0	0	0	0	0
RP1-28O10.1	ENSG00000227591	ENST00000445272	antisense	0	0	0	7	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	2
RP1-308E4.1	ENSG00000229820	ENST00000438601	processed_pseudogene	0	0	0	12	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	4
RP1-313L4.3	ENSG00000232194	ENST00000451545	antisense	0	0	0	7	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4
RP1-313L4.4	ENSG00000250762	ENST00000507585	unprocessed_pseudogene	0	0	0	4	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0
RP1-317E23.3	ENSG00000228172	ENST00000442055	antisense	0	0	0	26	0	0	0	0	0	0	9	0	8	0	0	0	0	0	0	0	0	0	9
RP1-317E23.3	ENSG00000228172	ENST00000453649	antisense	0	0	0	26	0	0	0	0	0	0	9	0	8	0	0	0	0	0	0	0	0	0	9
RP1-317E23.3	ENSG00000228172	ENST00000536896	antisense	0	0	0	18	0	0	0	0	0	0	4	0	0	6	0	0	0	0	0	0	0	0	8
RP1-317E23.6	ENSG00000255054	ENST00000527604	nonsense_mediated_decay	0	0	0	26	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	8
RP1-317E23.6	ENSG00000255054	ENST00000559265	retained_intron	0	0	0	32	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	6
RP1-317E23.7	ENSG00000272478	ENST00000606617	antisense	0	0	0	10	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	8
RP1-34M23.5	ENSG00000255811	ENST00000542839	antisense	0	0	0	7	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	1
RP1-35C21.1	ENSG00000224968	ENST00000451341	lincRNA	0	0	0	9	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
RP1-35C21.2	ENSG00000227579	ENST00000438575	lincRNA	0	0	0	64	0	0	0	0	0	0	5	0	59	0	0	0	0	0	0	0	0	0	0
RP1-35C21.2	ENSG00000227579	ENST00000458070	lincRNA	0	0	0	70	0	0	0	0	0	0	5	0	62	0	0	0	0	0	0	0	0	0	3
RP1-37C10.3	ENSG00000226526	ENST00000446261	antisense	0	0	0	34	0	0	0	0	0	0	6	0	25	0	0	0	0	0	0	0	0	0	3
RP1-37J18.1	ENSG00000227169	ENST00000438791	lincRNA	0	0	0	8	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	5
RP1-37J18.2	ENSG00000232596	ENST00000420522	lincRNA	0	0	0	11	0	0	0	0	0	0	3	0	8	0	0	0	0	0	0	0	0	0	0
RP1-37J18.2	ENSG00000232596	ENST00000634256	lincRNA	0	0	0	12	0	0	0	0	0	0	1	0	11	0	0	0	0	0	0	0	0	0	0
RP1-37J18.2	ENSG00000232596	ENST00000635556	lincRNA	0	0	0	11	0	0	0	0	0	0	3	0	8	0	0	0	0	0	0	0	0	0	0
RP1-39G22.4	ENSG00000231296	ENST00000447743	processed_pseudogene	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
RP1-39G22.7	ENSG00000259943	ENST00000567508	antisense	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
RP1-43E13.2	ENSG00000230424	ENST00000437898	antisense	0	0	0	33	0	0	0	0	0	0	2	0	30	0	0	0	0	0	0	0	0	0	1
RP1-43O17.1	ENSG00000229713	ENST00000434793	unprocessed_pseudogene	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
RP1-43O17.2	ENSG00000233819	ENST00000424917	unprocessed_pseudogene	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RP1-45C12.1	ENSG00000231424	ENST00000455124	antisense	0	0	0	3	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0
RP1-50O24.6	ENSG00000226698	ENST00000448791	antisense	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
RP1-52J10.9	ENSG00000226947	ENST00000422768	unprocessed_pseudogene	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
RP1-58B11.1	ENSG00000260972	ENST00000564261	lincRNA	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
RP1-63P18.2	ENSG00000236505	ENST00000414105	unprocessed_pseudogene	0	0	0	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4
RP1-65J11.5	ENSG00000235143	ENST00000431202	antisense	0	0	0	14	0	0	0	0	0	0	2	0	0	8	0	0	0	0	0	0	0	0	4
RP1-69E11.3	ENSG00000237131	ENST00000451806	processed_pseudogene	0	0	0	9	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	5
RP1-69M21.2	ENSG00000235643	ENST00000453135	lincRNA	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3
RP1-79C4.1	ENSG00000235303	ENST00000413005	lincRNA	0	0	0	21	0	0	0	0	0	0	1	0	19	0	0	0	0	0	0	0	0	0	1
RP1-79C4.4	ENSG00000271811	ENST00000606154	lincRNA	0	0	0	18	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	17
RP1-8B22.2	ENSG00000225478	ENST00000450125	processed_pseudogene	0	0	0	14	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	8
RP1-92O14.3	ENSG00000234694	ENST00000424948	antisense	0	0	0	6	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	1
RP1-92O14.6	ENSG00000229431	ENST00000436713	antisense	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
RP11-100E13.1	ENSG00000233384	ENST00000437416		0	0	0	7	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4
RP11-100E13.3	ENSG00000234247	ENST00000413707	processed_pseudogene	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
RP11-101C11.1	ENSG00000231090	ENST00000451250	lincRNA	1	0	0	18	0	0	0	0	0	0	1	0	17	1	0	0	1	1	0	0	0	0	1
RP11-101E13.5	ENSG00000272579	ENST00000608166	antisense	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
RP11-101O6.2	ENSG00000234937	ENST00000413921	processed_pseudogene	0	0	0	7	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3
RP11-102C16.3	ENSG00000227907	ENST00000417644	antisense	0	0	0	5	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1
RP11-103C3.1	ENSG00000232436	ENST00000440104	lincRNA	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
RP11-104D3.2	ENSG00000236468	ENST00000430498	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RP11-104L21.2	ENSG00000233411	ENST00000417969	sense_intronic	0	0	0	8	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4
RP11-104L21.3	ENSG00000273160	ENST00000610044	lincRNA	0	0	0	5	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	2
RP11-107G24.3	ENSG00000228982	ENST00000414775	unprocessed_pseudogene	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
RP11-107M16.2	ENSG00000236427	ENST00000429352	lincRNA	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
RP11-1086F11.1	ENSG00000225300	ENST00000417786	sense_intronic	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RP11-108F13.2	ENSG00000213028	ENST00000434580	processed_pseudogene	0	0	0	9	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	4
RP11-108M9.1	ENSG00000223643	ENST00000414340	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RP11-108M9.1	ENSG00000223643	ENST00000422345	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RP11-108M9.2	ENSG00000230239	ENST00000414128	lincRNA	0	0	0	8	0	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0
RP11-108M9.3	ENSG00000228549	ENST00000438002	lincRNA	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
RP11-108M9.3	ENSG00000228549	ENST00000451828	lincRNA	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
RP11-108M9.3	ENSG00000228549	ENST00000453554	lincRNA	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
RP11-108M9.3	ENSG00000228549	ENST00000457856	lincRNA	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
RP11-108M9.3	ENSG00000228549	ENST00000619677	pseudogene	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-108M9.4	ENSG00000238142	ENST00000416869	lincRNA	0	0	0	7	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5
RP11-108M9.4	ENSG00000238142	ENST00000422124	lincRNA	0	0	0	7	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5
RP11-108M9.4	ENSG00000238142	ENST00000457075	lincRNA	0	0	0	7	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5
RP11-108M9.5	ENSG00000235241	ENST00000453917	processed_pseudogene	0	0	0	7	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2
RP11-108M9.6	ENSG00000272426	ENST00000606899	lincRNA	0	0	0	19	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	14
RP11-109P14.10	ENSG00000230955	ENST00000419993	antisense	0	0	0	18	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	4
RP11-109P14.2	ENSG00000227416	ENST00000417484	processed_pseudogene	0	0	0	14	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	10
RP11-109P14.8	ENSG00000235673	ENST00000447422	processed_pseudogene	0	0	0	10	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	7
RP11-109P14.9	ENSG00000233728	ENST00000433474	antisense	0	0	0	8	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6
RP11-10N16.2	ENSG00000230023	ENST00000439059	lincRNA	0	0	0	24	0	0	0	0	0	0	4	0	11	0	0	0	0	0	0	0	0	0	9
RP11-10N16.3	ENSG00000232298	ENST00000437965	antisense	0	0	0	5	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	2
RP11-110F24.1	ENSG00000270976	ENST00000603629	processed_pseudogene	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-110J1.2	ENSG00000237842	ENST00000379752	processed_pseudogene	0	0	0	11	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	2
RP11-111I12.1	ENSG00000233399	ENST00000445180	lincRNA	0	0	0	16	0	0	0	0	0	0	8	0	8	0	0	0	0	0	0	0	0	0	0
RP11-113I24.1	ENSG00000230987	ENST00000418655	processed_pseudogene	0	0	0	8	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
RP11-114B7.6	ENSG00000224409	ENST00000421619	antisense	0	0	0	19	0	0	0	0	0	0	5	0	11	0	0	0	0	0	0	0	0	0	3
RP11-114O18.1	ENSG00000273406	ENST00000608123	lincRNA	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
RP11-115A15.2	ENSG00000234108	ENST00000447525	processed_pseudogene	0	0	0	10	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	7
RP11-115A15.4	ENSG00000227062	ENST00000434465	processed_pseudogene	0	0	0	7	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5
RP11-115D7.3	ENSG00000226745	ENST00000430724	processed_pseudogene	0	0	0	14	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	7
RP11-115M14.1	ENSG00000226324	ENST00000422522	processed_pseudogene	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
RP11-117D22.1	ENSG00000226938	ENST00000429099	lincRNA	0	0	0	7	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3
RP11-117D22.2	ENSG00000230138	ENST00000449958	lincRNA	0	0	0	7	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	3
RP11-118H4.1	ENSG00000229965	ENST00000411586	processed_pseudogene	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
RP11-118H4.3	ENSG00000270287	ENST00000604335	processed_pseudogene	0	0	0	15	0	0	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0	5
RP11-11N7.4	ENSG00000273175	ENST00000610145	lincRNA	0	0	0	13	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	7
RP11-121P12.1	ENSG00000282849	ENST00000635660	lincRNA	0	0	0	14	0	0	0	0	0	0	4	0	5	0	0	0	0	0	0	0	0	0	5
RP11-122G18.10	ENSG00000283360	ENST00000637155	lincRNA	0	0	0	21	0	0	0	0	0	0	2	0	19	0	0	0	0	0	0	0	0	0	0
RP11-122G18.11	ENSG00000283317	ENST00000636824	lincRNA	0	0	0	6	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
RP11-122G18.12	ENSG00000283696	ENST00000636161	lincRNA	0	0	0	18	0	0	0	0	0	0	2	0	7	1	0	0	0	0	0	0	0	0	8
RP11-122G18.7	ENSG00000215840	ENST00000400984	processed_pseudogene	0	0	0	5	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	1
RP11-122G18.9	ENSG00000277882	ENST00000612578	processed_pseudogene	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
RP11-122M14.1	ENSG00000231057	ENST00000415202	antisense	0	0	0	16	0	0	0	0	0	0	6	0	7	2	0	0	0	0	0	0	0	0	1
RP11-122M14.1	ENSG00000231057	ENST00000421933	antisense	0	0	0	12	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	5
RP11-122M14.1	ENSG00000231057	ENST00000443174	antisense	0	0	0	7	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	1
RP11-122M14.3	ENSG00000226868	ENST00000458662	lincRNA	0	0	0	14	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	8
RP11-125A15.3	ENSG00000275406	ENST00000622497	unprocessed_pseudogene	0	0	0	16	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	5
RP11-126K1.2	ENSG00000232671	ENST00000447795	antisense	0	0	0	11	0	0	0	0	0	0	4	0	4	1	0	0	0	0	0	0	0	0	2
RP11-126K1.2	ENSG00000232671	ENST00000494138	antisense	0	0	0	11	0	0	0	0	0	0	4	0	5	0	0	0	0	0	0	0	0	0	2
RP11-126K1.6	ENSG00000237976	ENST00000455503	antisense	0	0	0	14	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	3
RP11-126K1.8	ENSG00000224645	ENST00000422153	antisense	0	0	0	7	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4
RP11-126K1.9	ENSG00000273481	ENST00000609583	lincRNA	0	0	0	10	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1
RP11-12C17.2	ENSG00000233271	ENST00000436960	antisense	0	0	0	9	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	2
RP11-12L8.1	ENSG00000228127	ENST00000438885	lincRNA	0	0	0	7	0	0	0	0	0	0	3	0	2	1	0	0	0	0	0	0	0	0	1
RP11-12L8.1	ENSG00000228127	ENST00000634255	lincRNA	0	0	0	10	0	0	0	0	0	0	3	0	5	1	0	0	0	0	0	0	0	0	1
RP11-12L8.2	ENSG00000271143	ENST00000604645	processed_pseudogene	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-12M5.1	ENSG00000243062	ENST00000423879	lincRNA	0	0	0	5	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0
RP11-12M5.1	ENSG00000243062	ENST00000451471	lincRNA	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4
RP11-12M5.3	ENSG00000229407	ENST00000415218	antisense	0	0	0	14	0	0	0	0	0	0	7	0	3	0	0	0	0	0	0	0	0	0	4
RP11-12M5.3	ENSG00000229407	ENST00000453051	antisense	0	0	0	14	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	7
RP11-12M5.4	ENSG00000231966	ENST00000442108	lincRNA	0	0	0	9	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	7
RP11-131J3.1	ENSG00000224698	ENST00000419814	lincRNA	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
RP11-131L23.1	ENSG00000223653	ENST00000426125	antisense	0	0	0	69	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	1
RP11-131L23.1	ENSG00000223653	ENST00000427819	antisense	0	0	0	61	0	0	0	0	0	0	5	0	53	0	0	0	0	0	0	0	0	0	3
RP11-131L23.2	ENSG00000273264	ENST00000610230	lincRNA	0	0	0	8	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6
RP11-131M11.2	ENSG00000278997	ENST00000622988	TEC	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
RP11-131M11.3	ENSG00000279179	ENST00000624339	TEC	0	0	0	9	0	0	0	0	0	0	4	0	0	5	0	0	0	0	0	0	0	0	0
RP11-131O15.2	ENSG00000228523	ENST00000432257	processed_pseudogene	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-132G19.3	ENSG00000231978	ENST00000434488	processed_pseudogene	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3
RP11-134C1.1	ENSG00000150732	ENST00000403060	processed_pseudogene	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
RP11-134G8.10	ENSG00000224818	ENST00000430471	prime3_overlapping_ncrna	0	0	0	11	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	7
RP11-134G8.2	ENSG00000227048	ENST00000413162	processed_pseudogene	0	0	0	8	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4
RP11-134G8.5	ENSG00000223396	ENST00000441932	lincRNA	0	0	0	18	0	0	0	0	0	0	1	0	9	5	0	0	0	0	0	0	0	0	3
RP11-134G8.6	ENSG00000242150	ENST00000482594	transcribed_processed_pseudogene	0	0	0	9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8
RP11-134G8.7	ENSG00000224536	ENST00000454651	antisense	0	0	0	30	0	0	0	0	0	0	1	0	20	0	0	0	0	0	0	0	0	0	9
RP11-134N8.2	ENSG00000270719	ENST00000605704	processed_pseudogene	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
RP11-135J2.3	ENSG00000223842	ENST00000420237	lincRNA	0	0	0	6	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1
RP11-136B18.1	ENSG00000232989	ENST00000456364	processed_pseudogene	0	0	0	8	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3
RP11-136B18.2	ENSG00000234464	ENST00000422844	lincRNA	0	0	0	5	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1
RP11-137P24.5	ENSG00000278694	ENST00000612670	unprocessed_pseudogene	0	0	0	7	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4
RP11-139I14.2	ENSG00000237390	ENST00000451362	lincRNA	0	0	0	13	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	9
RP11-141A19.1	ENSG00000229846	ENST00000456002	antisense	0	0	0	26	0	0	0	0	0	0	0	0	24	1	0	0	0	0	0	0	0	0	1
RP11-141A19.2	ENSG00000230114	ENST00000420071	antisense	0	0	0	10	0	0	0	0	0	0	4	0	6	0	0	0	0	0	0	0	0	0	0
RP11-142L4.2	ENSG00000236792	ENST00000422071	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-142L4.3	ENSG00000226723	ENST00000431492	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RP11-144L1.4	ENSG00000236656	ENST00000419738	antisense	0	0	0	9	0	0	0	0	0	0	4	0	5	0	0	0	0	0	0	0	0	0	0
RP11-144L1.4	ENSG00000236656	ENST00000426251	antisense	0	0	0	9	0	0	0	0	0	0	4	0	5	0	0	0	0	0	0	0	0	0	0
RP11-144L1.8	ENSG00000231434	ENST00000436135	processed_pseudogene	0	0	0	6	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	2
RP11-145A3.1	ENSG00000227496	ENST00000448264	antisense	0	0	0	50	0	0	0	0	0	0	6	0	43	0	0	0	0	0	0	0	0	0	1
RP11-145A3.2	ENSG00000226349	ENST00000428148	sense_intronic	0	0	0	24	0	0	0	0	0	0	3	0	21	0	0	0	0	0	0	0	0	0	0
RP11-145A3.4	ENSG00000234112	ENST00000434499	processed_pseudogene	0	0	0	18	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	9
RP11-145M4.1	ENSG00000241042	ENST00000422198	lincRNA	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-145M4.2	ENSG00000235215	ENST00000451090	lincRNA	0	0	0	7	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	1
RP11-147C23.1	ENSG00000237435	ENST00000412513	lincRNA	0	0	0	12	0	0	0	0	0	0	5	0	6	0	0	0	0	0	0	0	0	0	1
RP11-147C23.1	ENSG00000237435	ENST00000413825	lincRNA	0	0	0	14	0	0	0	0	0	0	5	0	6	0	0	0	0	0	0	0	0	0	3
RP11-147C23.1	ENSG00000237435	ENST00000442558	lincRNA	0	0	0	37	0	0	0	0	0	0	5	0	30	0	0	0	0	0	0	0	0	0	2
RP11-147C23.1	ENSG00000237435	ENST00000451675	lincRNA	0	0	0	14	0	0	0	0	0	0	5	0	6	0	0	0	0	0	0	0	0	0	3
RP11-147C23.1	ENSG00000237435	ENST00000593954	lincRNA	0	0	0	14	0	0	0	0	0	0	5	0	6	0	0	0	0	0	0	0	0	0	3
RP11-147C23.1	ENSG00000237435	ENST00000595188	lincRNA	0	0	0	7	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	3
RP11-147C23.1	ENSG00000237435	ENST00000595613	lincRNA	0	0	0	14	0	0	0	0	0	0	5	0	6	0	0	0	0	0	0	0	0	0	3
RP11-147C23.1	ENSG00000237435	ENST00000598129	lincRNA	0	0	0	14	0	0	0	0	0	0	5	0	6	0	0	0	0	0	0	0	0	0	3
RP11-147C23.1	ENSG00000237435	ENST00000598612	lincRNA	0	0	0	12	0	0	0	0	0	0	5	0	6	0	0	0	0	0	0	0	0	0	1
RP11-147C23.1	ENSG00000237435	ENST00000609411	lincRNA	0	0	0	7	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	3
RP11-147C23.1	ENSG00000237435	ENST00000623085	lincRNA	0	0	0	14	0	0	0	0	0	0	5	0	6	0	0	0	0	0	0	0	0	0	3
RP11-147C23.1	ENSG00000237435	ENST00000623349	lincRNA	0	0	0	14	0	0	0	0	0	0	5	0	6	0	0	0	0	0	0	0	0	0	3
RP11-147C23.1	ENSG00000237435	ENST00000623830	lincRNA	0	0	0	14	0	0	0	0	0	0	5	0	6	0	0	0	0	0	0	0	0	0	3
RP11-147C23.1	ENSG00000237435	ENST00000624750	lincRNA	0	0	0	14	0	0	0	0	0	0	5	0	6	0	0	0	0	0	0	0	0	0	3
